case_id,year,region,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,CO_2_Cap_Zone_1,CO_2_Max_Mtons_1,copy_case_id
all,2027,BASN,0.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,CANO,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,CASO,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,ISNE,0,0.3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.67,
all,2027,MISC,0,0,0.0916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,MISE,0,0,0.1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,MISW,0,0,0.1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,NWPP,0.1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,NYCW,0,0,0,0.4915,0,0,0,0,0,0,0,0,0,0,0,0,1,13.44,
all,2027,NYUP,0,0,0,0.4915,0,0,0,0,0,0,0,0,0,0,0,0,1,9.73,
all,2027,PJMC,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,PJMD,0,0,0,0,0.236,0,0,0,0,0,0,0,0,0,0,0,1,17.62,
all,2027,PJME,0,0,0,0,0.3133,0,0,0,0,0,0,0,0,0,0,0,1,79.56,
all,2027,PJMW,0,0,0,0,0.0894,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,RMRG,0.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SPPC,0,0,0,0,0,0.0676,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SPPN,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SPPS,0,0,0,0,0,0.0148,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SRCA,0,0,0,0,0,0,0.0757,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SRCE,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,SRSG,0.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2027,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,BASN,0.2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,CANO,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,CASO,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,ISNE,0,0.4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,
all,2030,MISC,0,0,0.1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,MISE,0,0,0.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,MISW,0,0,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,NWPP,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,NYCW,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,11.12,
all,2030,NYUP,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,8.05,
all,2030,PJMC,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,PJMD,0,0,0,0,0.3821,0,0,0,0,0,0,0,0,0,0,0,1,14.51,
all,2030,PJME,0,0,0,0,0.3827,0,0,0,0,0,0,0,0,0,0,0,1,65.58,
all,2030,PJMW,0,0,0,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,RMRG,0.1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SPPC,0,0,0,0,0,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SPPN,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SPPS,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SRCA,0,0,0,0,0,0,0.0754,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SRCE,0,0,0,0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,SRSG,0.2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2030,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,BASN,0.1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,CANO,0.6,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,
all,2035,CASO,0.6,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,
all,2035,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,ISNE,0,0.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,
all,2035,MISC,0,0,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,MISE,0,0,0.1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,MISW,0,0,0.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,NWPP,0.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,NYCW,0,0,0,0.7,0,0,0,0,0,0,0,0.85,0,0,0,0,1,11.12,
all,2035,NYUP,0,0,0,0.7,0,0,0,0,0,0,0,0.85,0,0,0,0,1,8.05,
all,2035,PJMC,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,PJMD,0,0,0,0,0.5509,0,0,0,0,0,0,0,0,0,0,0,1,14.51,
all,2035,PJME,0,0,0,0,0.3796,0,0,0,0,0,0,0,0,0,0,0,1,65.58,
all,2035,PJMW,0,0,0,0,0.0696,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,RMRG,0.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SPPC,0,0,0,0,0,0.0685,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SPPN,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SPPS,0,0,0,0,0,0.0218,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SRCA,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SRCE,0,0,0,0,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,SRSG,0.2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2035,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,BASN,0.1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,CANO,0.6,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,
all,2040,CASO,0.6,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,
all,2040,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,ISNE,0,0.5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,
all,2040,MISC,0,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,MISE,0,0,0.1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,MISW,0,0,0.1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,NWPP,0.2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,NYCW,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,11.12,
all,2040,NYUP,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,8.05,
all,2040,PJMC,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,PJMD,0,0,0,0,0.7434,0,0,0,0,0,0,0,0,0,0,0,1,14.51,
all,2040,PJME,0,0,0,0,0.3797,0,0,0,0,0,0,0,0,0,0,0,1,65.58,
all,2040,PJMW,0,0,0,0,0.0834,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,RMRG,0.1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SPPC,0,0,0,0,0,0.0686,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SPPN,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SPPS,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SRCA,0,0,0,0,0,0,0.0742,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SRCE,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,SRSG,0.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2040,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,BASN,0.1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,CANO,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
all,2045,CASO,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
all,2045,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,ISNE,0,0.5438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,
all,2045,MISC,0,0,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,MISE,0,0,0.1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,MISW,0,0,0.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,NWPP,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,NYCW,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,11.12,
all,2045,NYUP,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,8.05,
all,2045,PJMC,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,PJMD,0,0,0,0,0.9361,0,0,0,0,0,0,0,0,0,0,0,1,14.51,
all,2045,PJME,0,0,0,0,0.3808,0,0,0,0,0,0,0,0,0,0,0,1,65.58,
all,2045,PJMW,0,0,0,0,0.0974,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,RMRG,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SPPC,0,0,0,0,0,0.0688,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SPPN,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SPPS,0,0,0,0,0,0.0362,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SRCA,0,0,0,0,0,0,0.0738,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SRCE,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,SRSG,0.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2045,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,BASN,0.1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,CANO,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
all,2050,CASO,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
all,2050,FRCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,ISNE,0,0.5638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.12,
all,2050,MISC,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,MISE,0,0,0.1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,MISS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,MISW,0,0,0.1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,NWPP,0.2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,NYCW,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,11.12,
all,2050,NYUP,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,8.05,
all,2050,PJMC,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,PJMD,0,0,0,0,0.9667,0,0,0,0,0,0,0,0,0,0,0,1,14.51,
all,2050,PJME,0,0,0,0,0.3809,0,0,0,0,0,0,0,0,0,0,0,1,65.58,
all,2050,PJMW,0,0,0,0,0.1005,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,RMRG,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SPPC,0,0,0,0,0,0.0686,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SPPN,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SPPS,0,0,0,0,0,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SRCA,0,0,0,0,0,0,0.0738,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SRCE,0,0,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SRSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,SRSG,0.3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,TRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
all,2050,TREW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,